target_id,eval_set,arm,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,cif
8fib_A,eval-test,protenix_v2_single_seq,0.275603,0.303036,0.031699,11.861654,3256,single_seq/single_seq/8fib_A/predictions/8fib_A/seed_42/predictions/8fib_A_sample_0.cif
8fjf_A,eval-denovo,protenix_v2_single_seq,0.861786,0.974084,0.966535,0.404821,978,single_seq/single_seq/8fjf_A/predictions/8fjf_A/seed_42/predictions/8fjf_A_sample_0.cif
8fr5_A,eval-test,protenix_v2_single_seq,0.45328,0.587273,0.138587,7.774223,736,single_seq/single_seq/8fr5_A/predictions/8fr5_A/seed_42/predictions/8fr5_A_sample_0.cif
8fty_A,eval-test,protenix_v2_single_seq,0.469547,0.668089,0.23913,7.286406,3835,single_seq/single_seq/8fty_A/predictions/8fty_A/seed_42/predictions/8fty_A_sample_0.cif
8fz8_A,eval-test,protenix_v2_single_seq,0.276448,0.253229,0.011538,13.252854,3071,single_seq/single_seq/8fz8_A/predictions/8fz8_A/seed_42/predictions/8fz8_A_sample_0.cif
8fz9_A,eval-test,protenix_v2_single_seq,0.286691,0.260318,0.106618,9.153152,1071,single_seq/single_seq/8fz9_A/predictions/8fz9_A/seed_42/predictions/8fz9_A_sample_0.cif
8g0n_A,eval-test,protenix_v2_single_seq,0.308747,0.341145,0.017562,10.486676,1915,single_seq/single_seq/8g0n_A/predictions/8g0n_A/seed_42/predictions/8g0n_A_sample_0.cif
8g1l_A,eval-test,protenix_v2_single_seq,0.624689,0.782974,0.522817,3.682543,1918,single_seq/single_seq/8g1l_A/predictions/8g1l_A/seed_42/predictions/8g1l_A_sample_0.cif
8g1y_A,eval-test,protenix_v2_single_seq,0.291313,0.347804,0.019657,13.728014,3790,single_seq/single_seq/8g1y_A/predictions/8g1y_A/seed_42/predictions/8g1y_A_sample_0.cif
8g32_A,eval-test,protenix_v2_single_seq,0.200583,0.255184,0.012232,14.327043,2515,single_seq/single_seq/8g32_A/predictions/8g32_A/seed_42/predictions/8g32_A_sample_0.cif
8g52_A,eval-test,protenix_v2_single_seq,0.638424,0.691508,0.286738,6.13079,2153,single_seq/single_seq/8g52_A/predictions/8g52_A/seed_42/predictions/8g52_A_sample_0.cif
8g53_A,eval-test,protenix_v2_single_seq,0.53762,0.625201,0.240489,6.470889,1358,single_seq/single_seq/8g53_A/predictions/8g53_A/seed_42/predictions/8g53_A_sample_0.cif
8g5u_A,eval-test,protenix_v2_single_seq,0.239148,0.317698,0.015593,13.839012,3715,single_seq/single_seq/8g5u_A/predictions/8g5u_A/seed_42/predictions/8g5u_A_sample_0.cif
8g64_A,eval-test,protenix_v2_single_seq,0.504127,0.605168,0.152367,6.956153,1352,single_seq/single_seq/8g64_A/predictions/8g64_A/seed_42/predictions/8g64_A_sample_0.cif
8gac_A,eval-denovo,protenix_v2_single_seq,0.829512,0.942575,0.927184,0.61258,864,single_seq/single_seq/8gac_A/predictions/8gac_A/seed_42/predictions/8gac_A_sample_0.cif
8gbe_A,eval-test,protenix_v2_single_seq,0.295581,0.265186,0.006098,11.607754,1658,single_seq/single_seq/8gbe_A/predictions/8gbe_A/seed_42/predictions/8gbe_A_sample_0.cif
8gdl_A,eval-test,protenix_v2_single_seq,0.303284,0.241773,0.026761,12.696376,2727,single_seq/single_seq/8gdl_A/predictions/8gdl_A/seed_42/predictions/8gdl_A_sample_0.cif
8gj9_A,eval-test,protenix_v2_single_seq,0.861234,0.964603,0.987903,0.344996,492,single_seq/single_seq/8gj9_A/predictions/8gj9_A/seed_42/predictions/8gj9_A_sample_0.cif
8gjw_A,eval-test,protenix_v2_single_seq,0.294437,0.37521,0.084538,11.896521,2857,single_seq/single_seq/8gjw_A/predictions/8gjw_A/seed_42/predictions/8gjw_A_sample_0.cif
8gjy_A,eval-test,protenix_v2_single_seq,0.326635,0.343554,0.030523,12.187386,2853,single_seq/single_seq/8gjy_A/predictions/8gjy_A/seed_42/predictions/8gjy_A_sample_0.cif
8gkd_A,eval-test,protenix_v2_single_seq,0.569369,0.72127,0.359065,3.316566,2829,single_seq/single_seq/8gkd_A/predictions/8gkd_A/seed_42/predictions/8gkd_A_sample_0.cif
8gm7_A,eval-test,protenix_v2_single_seq,0.427227,0.556585,0.105655,7.196417,1288,single_seq/single_seq/8gm7_A/predictions/8gm7_A/seed_42/predictions/8gm7_A_sample_0.cif
8gmy_A,eval-val,protenix_v2_single_seq,0.29734,0.306007,0.022831,11.62349,1775,single_seq/single_seq/8gmy_A/predictions/8gmy_A/seed_42/predictions/8gmy_A_sample_0.cif
8gok_A,eval-test,protenix_v2_single_seq,0.297376,0.281061,0.012821,12.657107,2207,single_seq/single_seq/8gok_A/predictions/8gok_A/seed_42/predictions/8gok_A_sample_0.cif
8gqq_A,eval-test,protenix_v2_single_seq,0.706802,0.826147,0.641414,1.904328,762,single_seq/single_seq/8gqq_A/predictions/8gqq_A/seed_42/predictions/8gqq_A_sample_0.cif
8gr7_A,eval-test,protenix_v2_single_seq,0.390351,0.469323,0.152607,9.778406,2622,single_seq/single_seq/8gr7_A/predictions/8gr7_A/seed_42/predictions/8gr7_A_sample_0.cif
8gsy_A,eval-test,protenix_v2_single_seq,0.597556,0.656595,0.438492,2.86507,994,single_seq/single_seq/8gsy_A/predictions/8gsy_A/seed_42/predictions/8gsy_A_sample_0.cif
8gtz_A,eval-test,protenix_v2_single_seq,0.350816,0.31896,0.041126,9.99909,3600,single_seq/single_seq/8gtz_A/predictions/8gtz_A/seed_42/predictions/8gtz_A_sample_0.cif
8h02_A,eval-test,protenix_v2_single_seq,0.370968,0.419902,0.142405,5.731631,597,single_seq/single_seq/8h02_A/predictions/8h02_A/seed_42/predictions/8h02_A_sample_0.cif
8h2f_A,eval-test,protenix_v2_single_seq,0.317391,0.339222,0.049419,8.652544,1405,single_seq/single_seq/8h2f_A/predictions/8h2f_A/seed_42/predictions/8h2f_A_sample_0.cif
8h5s_A,eval-test,protenix_v2_single_seq,0.309799,0.285854,0.024291,10.999055,1847,single_seq/single_seq/8h5s_A/predictions/8h5s_A/seed_42/predictions/8h5s_A_sample_0.cif
8hbt_A,eval-test,protenix_v2_single_seq,0.243055,0.308983,0.041183,12.482657,3399,single_seq/single_seq/8hbt_A/predictions/8hbt_A/seed_42/predictions/8hbt_A_sample_0.cif
8hd2_A,eval-test,protenix_v2_single_seq,0.331887,0.364463,0.039013,11.196015,2571,single_seq/single_seq/8hd2_A/predictions/8hd2_A/seed_42/predictions/8hd2_A_sample_0.cif
8he1_A,eval-test,protenix_v2_single_seq,0.309208,0.408522,0.045556,10.04207,1794,single_seq/single_seq/8he1_A/predictions/8he1_A/seed_42/predictions/8he1_A_sample_0.cif
8hel_A,eval-test,protenix_v2_single_seq,0.454988,0.546119,0.371324,5.147974,539,single_seq/single_seq/8hel_A/predictions/8hel_A/seed_42/predictions/8hel_A_sample_0.cif
8hic_A,eval-test,protenix_v2_single_seq,0.393379,0.464711,0.098101,8.599678,3071,single_seq/single_seq/8hic_A/predictions/8hic_A/seed_42/predictions/8hic_A_sample_0.cif
8hnq_A,eval-test,protenix_v2_single_seq,0.480064,0.661369,0.321678,5.231372,2210,single_seq/single_seq/8hnq_A/predictions/8hnq_A/seed_42/predictions/8hnq_A_sample_0.cif
8hvd_A,eval-test,protenix_v2_single_seq,0.303437,0.350687,0.011213,13.134242,4598,single_seq/single_seq/8hvd_A/predictions/8hvd_A/seed_42/predictions/8hvd_A_sample_0.cif
8hw8_A,eval-test,protenix_v2_single_seq,0.344714,0.481321,0.095859,7.981711,2502,single_seq/single_seq/8hw8_A/predictions/8hw8_A/seed_42/predictions/8hw8_A_sample_0.cif
8hxs_A,eval-test,protenix_v2_single_seq,0.288563,0.279121,0.115,6.955206,786,single_seq/single_seq/8hxs_A/predictions/8hxs_A/seed_42/predictions/8hxs_A_sample_0.cif
8ii8_A,eval-test,protenix_v2_single_seq,0.56287,0.663815,0.316667,4.23464,1657,single_seq/single_seq/8ii8_A/predictions/8ii8_A/seed_42/predictions/8ii8_A_sample_0.cif
8ikx_A,eval-test,protenix_v2_single_seq,0.457171,0.736967,0.294231,5.502403,2905,single_seq/single_seq/8ikx_A/predictions/8ikx_A/seed_42/predictions/8ikx_A_sample_0.cif
8ini_A,eval-test,protenix_v2_single_seq,0.32803,0.290025,0.078947,6.510951,768,single_seq/single_seq/8ini_A/predictions/8ini_A/seed_42/predictions/8ini_A_sample_0.cif
8iqc_A,eval-test,protenix_v2_single_seq,0.460249,0.591565,0.198009,6.54824,1715,single_seq/single_seq/8iqc_A/predictions/8iqc_A/seed_42/predictions/8iqc_A_sample_0.cif
8irq_A,eval-test,protenix_v2_single_seq,0.438552,0.468662,0.2,5.563413,1194,single_seq/single_seq/8irq_A/predictions/8irq_A/seed_42/predictions/8irq_A_sample_0.cif
8iym_A,eval-test,protenix_v2_single_seq,0.455414,0.564696,0.167742,6.809686,1217,single_seq/single_seq/8iym_A/predictions/8iym_A/seed_42/predictions/8iym_A_sample_0.cif
8j2n_A,eval-test,protenix_v2_single_seq,0.373367,0.388721,0.033473,10.507877,1961,single_seq/single_seq/8j2n_A/predictions/8j2n_A/seed_42/predictions/8j2n_A_sample_0.cif
8j2x_A,eval-test,protenix_v2_single_seq,0.585091,0.547104,0.095697,10.699642,2538,single_seq/single_seq/8j2x_A/predictions/8j2x_A/seed_42/predictions/8j2x_A_sample_0.cif
8j8y_A,eval-test,protenix_v2_single_seq,0.876037,0.956058,0.936047,0.627715,1010,single_seq/single_seq/8j8y_A/predictions/8j8y_A/seed_42/predictions/8j8y_A_sample_0.cif
8j9r_A,eval-test,protenix_v2_single_seq,0.28178,0.288677,0.138889,7.570713,567,single_seq/single_seq/8j9r_A/predictions/8j9r_A/seed_42/predictions/8j9r_A_sample_0.cif
8jb3_A,eval-test,protenix_v2_single_seq,0.328954,0.345576,0.020286,12.76808,3368,single_seq/single_seq/8jb3_A/predictions/8jb3_A/seed_42/predictions/8jb3_A_sample_0.cif
8jdg_A,eval-test,protenix_v2_single_seq,0.377703,0.408955,0.067434,10.025454,3413,single_seq/single_seq/8jdg_A/predictions/8jdg_A/seed_42/predictions/8jdg_A_sample_0.cif
8jh8_A,eval-test,protenix_v2_single_seq,0.410128,0.554161,0.211777,6.550683,1841,single_seq/single_seq/8jh8_A/predictions/8jh8_A/seed_42/predictions/8jh8_A_sample_0.cif
8jiy_A,eval-test,protenix_v2_single_seq,0.527675,0.734897,0.402778,3.518903,1706,single_seq/single_seq/8jiy_A/predictions/8jiy_A/seed_42/predictions/8jiy_A_sample_0.cif
8jjq_A,eval-test,protenix_v2_single_seq,0.300641,0.353721,0.028816,12.15629,2405,single_seq/single_seq/8jjq_A/predictions/8jjq_A/seed_42/predictions/8jjq_A_sample_0.cif
8jmy_A,eval-test,protenix_v2_single_seq,0.332891,0.483034,0.025391,11.0937,1016,single_seq/single_seq/8jmy_A/predictions/8jmy_A/seed_42/predictions/8jmy_A_sample_0.cif
8jn0_A,eval-test,protenix_v2_single_seq,0.598127,0.808818,0.55618,1.991055,736,single_seq/single_seq/8jn0_A/predictions/8jn0_A/seed_42/predictions/8jn0_A_sample_0.cif
8ju8_A,eval-denovo,protenix_v2_single_seq,0.757655,0.876659,0.771583,1.705113,1068,single_seq/single_seq/8ju8_A/predictions/8ju8_A/seed_42/predictions/8ju8_A_sample_0.cif
8jup_A,eval-test,protenix_v2_single_seq,0.278004,0.307488,0.033854,11.996208,2179,single_seq/single_seq/8jup_A/predictions/8jup_A/seed_42/predictions/8jup_A_sample_0.cif
8jv2_A,eval-test,protenix_v2_single_seq,0.240576,0.271091,0.022917,12.826904,2767,single_seq/single_seq/8jv2_A/predictions/8jv2_A/seed_42/predictions/8jv2_A_sample_0.cif
8jws_A,eval-test,protenix_v2_single_seq,0.264098,0.30739,0.032051,8.26326,933,single_seq/single_seq/8jws_A/predictions/8jws_A/seed_42/predictions/8jws_A_sample_0.cif
8k2g_A,eval-test,protenix_v2_single_seq,0.336381,0.382702,0.024752,14.18501,4030,single_seq/single_seq/8k2g_A/predictions/8k2g_A/seed_42/predictions/8k2g_A_sample_0.cif
8k2k_A,eval-test,protenix_v2_single_seq,0.311121,0.298657,0.011815,14.43973,4302,single_seq/single_seq/8k2k_A/predictions/8k2k_A/seed_42/predictions/8k2k_A_sample_0.cif
8k2m_A,eval-test,protenix_v2_single_seq,0.34735,0.364713,0.03712,11.388752,4530,single_seq/single_seq/8k2m_A/predictions/8k2m_A/seed_42/predictions/8k2m_A_sample_0.cif
8k4m_A,eval-test,protenix_v2_single_seq,0.307807,0.350104,0.028226,9.594581,1033,single_seq/single_seq/8k4m_A/predictions/8k4m_A/seed_42/predictions/8k4m_A_sample_0.cif
8k5j_A,eval-test,protenix_v2_single_seq,0.279769,0.387907,0.045906,10.478882,3207,single_seq/single_seq/8k5j_A/predictions/8k5j_A/seed_42/predictions/8k5j_A_sample_0.cif
8k7o_A,eval-denovo,protenix_v2_single_seq,0.833768,0.976186,0.940987,0.558009,1717,single_seq/single_seq/8k7o_A/predictions/8k7o_A/seed_42/predictions/8k7o_A_sample_0.cif
8k7x_A,eval-test,protenix_v2_single_seq,0.411838,0.481347,0.072437,10.074307,5227,single_seq/single_seq/8k7x_A/predictions/8k7x_A/seed_42/predictions/8k7x_A_sample_0.cif
8k7z_A,eval-denovo,protenix_v2_single_seq,0.879796,0.968365,0.943314,0.568721,1153,single_seq/single_seq/8k7z_A/predictions/8k7z_A/seed_42/predictions/8k7z_A_sample_0.cif
8k83_A,eval-denovo,protenix_v2_single_seq,0.878059,0.975462,0.948276,0.458193,1271,single_seq/single_seq/8k83_A/predictions/8k83_A/seed_42/predictions/8k83_A_sample_0.cif
8k84_A,eval-denovo,protenix_v2_single_seq,0.850729,0.98418,0.981214,0.362862,1293,single_seq/single_seq/8k84_A/predictions/8k84_A/seed_42/predictions/8k84_A_sample_0.cif
8ka7_A,eval-denovo,protenix_v2_single_seq,0.711763,0.774571,0.654348,1.378366,827,single_seq/single_seq/8ka7_A/predictions/8ka7_A/seed_42/predictions/8ka7_A_sample_0.cif
8kac_A,eval-denovo,protenix_v2_single_seq,0.87672,0.956725,0.938017,0.662783,860,single_seq/single_seq/8kac_A/predictions/8kac_A/seed_42/predictions/8kac_A_sample_0.cif
8kbl_A,eval-test,protenix_v2_single_seq,0.543764,0.510339,0.105769,5.882037,822,single_seq/single_seq/8kbl_A/predictions/8kbl_A/seed_42/predictions/8kbl_A_sample_0.cif
8kcj_A,eval-denovo,protenix_v2_single_seq,0.854812,0.953454,0.871508,1.303514,1300,single_seq/single_seq/8kcj_A/predictions/8kcj_A/seed_42/predictions/8kcj_A_sample_0.cif
8kg4_A,eval-test,protenix_v2_single_seq,0.298476,0.339263,0.014151,13.811269,2019,single_seq/single_seq/8kg4_A/predictions/8kg4_A/seed_42/predictions/8kg4_A_sample_0.cif
8khv_A,eval-test,protenix_v2_single_seq,0.28592,0.377954,0.025907,11.672635,4529,single_seq/single_seq/8khv_A/predictions/8khv_A/seed_42/predictions/8khv_A_sample_0.cif
8kih_A,eval-test,protenix_v2_single_seq,0.364521,0.505319,0.080756,9.284578,2310,single_seq/single_seq/8kih_A/predictions/8kih_A/seed_42/predictions/8kih_A_sample_0.cif
8ok3_A,eval-test,protenix_v2_single_seq,0.769978,0.833371,0.679752,1.946436,912,single_seq/single_seq/8ok3_A/predictions/8ok3_A/seed_42/predictions/8ok3_A_sample_0.cif
8oqh_A,eval-test,protenix_v2_single_seq,0.866177,0.893274,0.725309,2.855926,613,single_seq/single_seq/8oqh_A/predictions/8oqh_A/seed_42/predictions/8oqh_A_sample_0.cif
8ork_A,eval-test,protenix_v2_single_seq,0.480405,0.589782,0.214674,8.124927,3554,single_seq/single_seq/8ork_A/predictions/8ork_A/seed_42/predictions/8ork_A_sample_0.cif
8os2_A,eval-test,protenix_v2_single_seq,0.339605,0.346559,0.065041,8.096783,944,single_seq/single_seq/8os2_A/predictions/8os2_A/seed_42/predictions/8os2_A_sample_0.cif
8osz_A,eval-test,protenix_v2_single_seq,0.283735,0.336477,0.035569,11.497437,1947,single_seq/single_seq/8osz_A/predictions/8osz_A/seed_42/predictions/8osz_A_sample_0.cif
8ou1_A,eval-test,protenix_v2_single_seq,0.331236,0.460202,0.205986,6.519879,1074,single_seq/single_seq/8ou1_A/predictions/8ou1_A/seed_42/predictions/8ou1_A_sample_0.cif
8ovq_A,eval-test,protenix_v2_single_seq,0.277654,0.355005,0.010817,14.251358,1493,single_seq/single_seq/8ovq_A/predictions/8ovq_A/seed_42/predictions/8ovq_A_sample_0.cif
8ovu_A,eval-test,protenix_v2_single_seq,0.697532,0.825778,0.664141,1.948704,756,single_seq/single_seq/8ovu_A/predictions/8ovu_A/seed_42/predictions/8ovu_A_sample_0.cif
8ow8_A,eval-test,protenix_v2_single_seq,0.242725,0.313879,0.031172,12.738762,3218,single_seq/single_seq/8ow8_A/predictions/8ow8_A/seed_42/predictions/8ow8_A_sample_0.cif
8owf_A,eval-test,protenix_v2_single_seq,0.253549,0.3071,0.015986,13.418148,4468,single_seq/single_seq/8owf_A/predictions/8owf_A/seed_42/predictions/8owf_A_sample_0.cif
8oxk_A,eval-test,protenix_v2_single_seq,0.341495,0.295907,0.154255,5.890183,765,single_seq/single_seq/8oxk_A/predictions/8oxk_A/seed_42/predictions/8oxk_A_sample_0.cif
8oxl_A,eval-test,protenix_v2_single_seq,0.394791,0.509165,0.296196,4.940948,748,single_seq/single_seq/8oxl_A/predictions/8oxl_A/seed_42/predictions/8oxl_A_sample_0.cif
8oys_A,eval-denovo,protenix_v2_single_seq,0.786883,0.950695,0.893617,1.069947,1367,single_seq/single_seq/8oys_A/predictions/8oys_A/seed_42/predictions/8oys_A_sample_0.cif
8oyy_A,eval-denovo,protenix_v2_single_seq,0.889603,0.982267,0.963519,0.496379,1871,single_seq/single_seq/8oyy_A/predictions/8oyy_A/seed_42/predictions/8oyy_A_sample_0.cif
8p0e_A,eval-test,protenix_v2_single_seq,0.417083,0.533165,0.26087,5.174231,1341,single_seq/single_seq/8p0e_A/predictions/8p0e_A/seed_42/predictions/8p0e_A_sample_0.cif
8p2a_A,eval-test,protenix_v2_single_seq,0.699236,0.814011,0.61236,1.96478,627,single_seq/single_seq/8p2a_A/predictions/8p2a_A/seed_42/predictions/8p2a_A_sample_0.cif
8p5n_A,eval-test,protenix_v2_single_seq,0.387043,0.511942,0.172101,4.936677,1063,single_seq/single_seq/8p5n_A/predictions/8p5n_A/seed_42/predictions/8p5n_A_sample_0.cif
8p5p_A,eval-test,protenix_v2_single_seq,0.291216,0.313456,0.084112,7.124558,929,single_seq/single_seq/8p5p_A/predictions/8p5p_A/seed_42/predictions/8p5p_A_sample_0.cif
8pak_A,eval-test,protenix_v2_single_seq,0.274607,0.32735,0.071739,9.310652,2680,single_seq/single_seq/8pak_A/predictions/8pak_A/seed_42/predictions/8pak_A_sample_0.cif
8paq_A,eval-test,protenix_v2_single_seq,0.417024,0.463029,0.144654,6.510701,1164,single_seq/single_seq/8paq_A/predictions/8paq_A/seed_42/predictions/8paq_A_sample_0.cif
8pb5_A,eval-test,protenix_v2_single_seq,0.338263,0.384331,0.049219,10.68443,2497,single_seq/single_seq/8pb5_A/predictions/8pb5_A/seed_42/predictions/8pb5_A_sample_0.cif
8por_A,eval-test,protenix_v2_single_seq,0.30394,0.339723,0.019817,9.119476,1291,single_seq/single_seq/8por_A/predictions/8por_A/seed_42/predictions/8por_A_sample_0.cif
8ptd_A,eval-test,protenix_v2_single_seq,0.731345,0.892459,0.657434,3.122163,2661,single_seq/single_seq/8ptd_A/predictions/8ptd_A/seed_42/predictions/8ptd_A_sample_0.cif
8pu2_A,eval-test,protenix_v2_single_seq,0.411887,0.406645,0.114865,6.791989,588,single_seq/single_seq/8pu2_A/predictions/8pu2_A/seed_42/predictions/8pu2_A_sample_0.cif
8pvs_A,eval-test,protenix_v2_single_seq,0.623641,0.796454,0.411423,4.135741,5684,single_seq/single_seq/8pvs_A/predictions/8pvs_A/seed_42/predictions/8pvs_A_sample_0.cif
8pw2_A,eval-test,protenix_v2_single_seq,0.819329,0.857263,0.858333,0.786574,474,single_seq/single_seq/8pw2_A/predictions/8pw2_A/seed_42/predictions/8pw2_A_sample_0.cif
8pxc_A,eval-test,protenix_v2_single_seq,0.294208,0.274061,0.029762,13.399536,1904,single_seq/single_seq/8pxc_A/predictions/8pxc_A/seed_42/predictions/8pxc_A_sample_0.cif
8pxu_A,eval-test,protenix_v2_single_seq,0.368471,0.342829,0.023607,11.768534,5079,single_seq/single_seq/8pxu_A/predictions/8pxu_A/seed_42/predictions/8pxu_A_sample_0.cif
8q1v_A,eval-test,protenix_v2_single_seq,0.384155,0.346413,0.126582,7.018431,561,single_seq/single_seq/8q1v_A/predictions/8q1v_A/seed_42/predictions/8q1v_A_sample_0.cif
8q79_A,eval-test,protenix_v2_single_seq,0.324687,0.460116,0.160047,7.129131,1714,single_seq/single_seq/8q79_A/predictions/8q79_A/seed_42/predictions/8q79_A_sample_0.cif
8q8i_A,eval-val,protenix_v2_single_seq,0.225175,0.276235,0.026882,11.745678,2325,single_seq/single_seq/8q8i_A/predictions/8q8i_A/seed_42/predictions/8q8i_A_sample_0.cif
8qb1_A,eval-test,protenix_v2_single_seq,0.782366,0.857841,0.798295,1.21942,684,single_seq/single_seq/8qb1_A/predictions/8qb1_A/seed_42/predictions/8qb1_A_sample_0.cif
8qd8_A,eval-test,protenix_v2_single_seq,0.497658,0.658775,0.248786,7.042782,3298,single_seq/single_seq/8qd8_A/predictions/8qd8_A/seed_42/predictions/8qd8_A_sample_0.cif
8qjp_A,eval-test,protenix_v2_single_seq,0.288495,0.335791,0.03,10.676025,1955,single_seq/single_seq/8qjp_A/predictions/8qjp_A/seed_42/predictions/8qjp_A_sample_0.cif
8qkd_A,eval-denovo,protenix_v2_single_seq,0.917614,0.992173,0.986655,0.358198,1924,single_seq/single_seq/8qkd_A/predictions/8qkd_A/seed_42/predictions/8qkd_A_sample_0.cif
8qlc_A,eval-test,protenix_v2_single_seq,0.310922,0.273974,0.024439,15.666416,4942,single_seq/single_seq/8qlc_A/predictions/8qlc_A/seed_42/predictions/8qlc_A_sample_0.cif
8qle_A,eval-test,protenix_v2_single_seq,0.486568,0.634042,0.330882,3.943897,2145,single_seq/single_seq/8qle_A/predictions/8qle_A/seed_42/predictions/8qle_A_sample_0.cif
8qnf_A,eval-test,protenix_v2_single_seq,0.411281,0.385938,0.034676,11.421032,3463,single_seq/single_seq/8qnf_A/predictions/8qnf_A/seed_42/predictions/8qnf_A_sample_0.cif
8qoh_A,eval-test,protenix_v2_single_seq,0.267832,0.308848,0.020985,11.816935,2161,single_seq/single_seq/8qoh_A/predictions/8qoh_A/seed_42/predictions/8qoh_A_sample_0.cif
8qpj_A,eval-test,protenix_v2_single_seq,0.353469,0.401609,0.071918,9.720411,2247,single_seq/single_seq/8qpj_A/predictions/8qpj_A/seed_42/predictions/8qpj_A_sample_0.cif
8qq1_A,eval-test,protenix_v2_single_seq,0.425233,0.477363,0.142857,7.656368,1774,single_seq/single_seq/8qq1_A/predictions/8qq1_A/seed_42/predictions/8qq1_A_sample_0.cif
8qup_A,eval-denovo,protenix_v2_single_seq,0.751003,0.863335,0.763158,1.061148,884,single_seq/single_seq/8qup_A/predictions/8qup_A/seed_42/predictions/8qup_A_sample_0.cif
8qx6_A,eval-test,protenix_v2_single_seq,0.560191,0.752893,0.531818,2.737343,1279,single_seq/single_seq/8qx6_A/predictions/8qx6_A/seed_42/predictions/8qx6_A_sample_0.cif
8r2c_A,eval-test,protenix_v2_single_seq,0.253169,0.319842,0.039941,10.248635,1341,single_seq/single_seq/8r2c_A/predictions/8r2c_A/seed_42/predictions/8r2c_A_sample_0.cif
8r5n_A,eval-test,protenix_v2_single_seq,0.260053,0.260934,0.010606,11.849444,1365,single_seq/single_seq/8r5n_A/predictions/8r5n_A/seed_42/predictions/8r5n_A_sample_0.cif
8ra0_A,eval-test,protenix_v2_single_seq,0.306577,0.347892,0.024742,12.678163,3693,single_seq/single_seq/8ra0_A/predictions/8ra0_A/seed_42/predictions/8ra0_A_sample_0.cif
8rcw_A,eval-test,protenix_v2_single_seq,0.439436,0.486119,0.035366,9.769342,1586,single_seq/single_seq/8rcw_A/predictions/8rcw_A/seed_42/predictions/8rcw_A_sample_0.cif
8rdd_A,eval-test,protenix_v2_single_seq,0.419886,0.554895,0.25,4.621875,1330,single_seq/single_seq/8rdd_A/predictions/8rdd_A/seed_42/predictions/8rdd_A_sample_0.cif
8re3_A,eval-test,protenix_v2_single_seq,0.336867,0.440297,0.060674,11.70209,3509,single_seq/single_seq/8re3_A/predictions/8re3_A/seed_42/predictions/8re3_A_sample_0.cif
8rom_A,eval-test,protenix_v2_single_seq,0.328791,0.336935,0.04768,8.956361,1533,single_seq/single_seq/8rom_A/predictions/8rom_A/seed_42/predictions/8rom_A_sample_0.cif
8s5b_A,eval-test,protenix_v2_single_seq,0.270221,0.293994,0.015915,12.991062,2838,single_seq/single_seq/8s5b_A/predictions/8s5b_A/seed_42/predictions/8s5b_A_sample_0.cif
8s9l_A,eval-test,protenix_v2_single_seq,0.274387,0.285129,0.03527,11.214156,1929,single_seq/single_seq/8s9l_A/predictions/8s9l_A/seed_42/predictions/8s9l_A_sample_0.cif
8sot_A,eval-test,protenix_v2_single_seq,0.453342,0.492921,0.185345,5.347259,883,single_seq/single_seq/8sot_A/predictions/8sot_A/seed_42/predictions/8sot_A_sample_0.cif
8spc_A,eval-test,protenix_v2_single_seq,0.262209,0.312568,0.033108,11.150397,2834,single_seq/single_seq/8spc_A/predictions/8spc_A/seed_42/predictions/8spc_A_sample_0.cif
8suc_A,eval-test,protenix_v2_single_seq,0.735155,0.909833,0.724291,1.779995,2184,single_seq/single_seq/8suc_A/predictions/8suc_A/seed_42/predictions/8suc_A_sample_0.cif
8sv7_A,eval-test,protenix_v2_single_seq,0.282221,0.353979,0.060662,9.482502,2126,single_seq/single_seq/8sv7_A/predictions/8sv7_A/seed_42/predictions/8sv7_A_sample_0.cif
8sx0_A,eval-test,protenix_v2_single_seq,0.805015,0.871093,0.755208,1.729428,753,single_seq/single_seq/8sx0_A/predictions/8sx0_A/seed_42/predictions/8sx0_A_sample_0.cif
8sxs_A,eval-test,protenix_v2_single_seq,0.45013,0.476444,0.261905,5.278174,962,single_seq/single_seq/8sxs_A/predictions/8sxs_A/seed_42/predictions/8sxs_A_sample_0.cif
8t27_A,eval-test,protenix_v2_single_seq,0.606341,0.704,0.185516,6.687517,3882,single_seq/single_seq/8t27_A/predictions/8t27_A/seed_42/predictions/8t27_A_sample_0.cif
8t2j_A,eval-test,protenix_v2_single_seq,0.281779,0.390194,0.080383,8.81683,2634,single_seq/single_seq/8t2j_A/predictions/8t2j_A/seed_42/predictions/8t2j_A_sample_0.cif
8t41_A,eval-test,protenix_v2_single_seq,0.266169,0.351215,0.012806,14.533021,6645,single_seq/single_seq/8t41_A/predictions/8t41_A/seed_42/predictions/8t41_A_sample_0.cif
8t4c_A,eval-test,protenix_v2_single_seq,0.275331,0.350279,0.083333,8.725523,1130,single_seq/single_seq/8t4c_A/predictions/8t4c_A/seed_42/predictions/8t4c_A_sample_0.cif
8t5t_A,eval-test,protenix_v2_single_seq,0.378111,0.408026,0.083333,7.789164,1507,single_seq/single_seq/8t5t_A/predictions/8t5t_A/seed_42/predictions/8t5t_A_sample_0.cif
8t8k_A,eval-test,protenix_v2_single_seq,0.814931,0.884819,0.666667,1.424688,1510,single_seq/single_seq/8t8k_A/predictions/8t8k_A/seed_42/predictions/8t8k_A_sample_0.cif
